kadis,kadid-10k,sim_value_kadid-10k,tid2013,sim_value_tid2013,csiq,sim_value_csiq,pipal,sim_value_pipal
a-sandwich-1377346.png,I47.png,0.8547144532203674,I18.BMP,0.6572036743164062,veggies.png,0.7107806205749512,A0145.bmp,0.7521839141845703
a-sandwich-1377347.png,I47.png,0.8573189973831177,I18.BMP,0.6433155536651611,veggies.png,0.6860791444778442,A0145.bmp,0.7696787118911743
a-sandwich-640810.png,I47.png,0.7734395861625671,I04.BMP,0.637513279914856,veggies.png,0.6082860827445984,A0166.bmp,0.6728066802024841
a-smile-333604.png,I05.png,0.6538817882537842,I13.BMP,0.6829097270965576,woman.png,0.6373209953308105,A0066.bmp,0.633185863494873
a-spiders-web-1576667.png,I67.png,0.6548546552658081,I18.BMP,0.6283791661262512,swarm.png,0.6522457599639893,A0024.bmp,0.7061740159988403
a-spiders-web-1576668.png,I19.png,0.7377497553825378,I18.BMP,0.7386900186538696,swarm.png,0.7381274700164795,A0181.bmp,0.7220966219902039
a-surname-1594126.png,I25.png,0.825875997543335,I16.BMP,0.7763313055038452,sunset_sparrow.png,0.8320784568786621,A0220.bmp,0.8124366998672485
a-toast-1719436.png,I45.png,0.7825567722320557,I17.BMP,0.728766918182373,veggies.png,0.7237701416015625,A0118.bmp,0.7243819236755371
a-tree-1737390.png,I05.png,0.7404786348342896,I18.BMP,0.7468934655189514,bridge.png,0.7164193391799927,A0087.bmp,0.7394774556159973
a380-1010801.png,I38.png,0.7851886749267578,I20.BMP,0.7227983474731445,lady_liberty.png,0.7139041423797607,A0141.bmp,0.7185985445976257
aa-1056221.png,I35.png,0.676216721534729,I25.bmp,0.6760253310203552,cactus.png,0.651968777179718,A0014.bmp,0.6968346834182739
aa-1238718.png,I81.png,0.7029128074645996,I17.BMP,0.6302667260169983,turtle.png,0.6533564329147339,A0118.bmp,0.7725226879119873
aachen-1137799.png,I31.png,0.7055798172950745,I17.BMP,0.7559090256690979,monument.png,0.6807171106338501,A0057.bmp,0.7749302983283997
aachen-1253645.png,I61.png,0.7412526607513428,I14.BMP,0.6989449262619019,trolley.png,0.7063159942626953,A0162.bmp,0.7731146812438965
aachen-438371.png,I73.png,0.8413245677947998,I08.BMP,0.8446971774101257,monument.png,0.8204406499862671,A0149.bmp,0.8544936180114746
aachen-674197.png,I31.png,0.7059367299079895,I17.BMP,0.7133769392967224,cactus.png,0.7614555358886719,A0142.bmp,0.7356315851211548
aachen-90603.png,I15.png,0.8968003392219543,I24.BMP,0.7629497051239014,monument.png,0.8150321245193481,A0146.bmp,0.8485653400421143
aak-238674.png,I03.png,0.7713747024536133,I07.BMP,0.6939672231674194,lady_liberty.png,0.7755256295204163,A0230.bmp,0.7382186651229858
aalto-theatre-228663.png,I20.png,0.7948991060256958,I19.BMP,0.7503639459609985,1600.png,0.7996810674667358,A0073.bmp,0.8082947731018066
aargau-83384.png,I62.png,0.8242216110229492,I21.BMP,0.7636350393295288,monument.png,0.7426746487617493,A0025.bmp,0.8536025881767273
aarti-687348.png,I45.png,0.7017678618431091,I24.BMP,0.7078763246536255,1600.png,0.7312013506889343,A0133.bmp,0.7840428352355957
abacus-239097.png,I51.png,0.6818795800209045,I25.bmp,0.6991950273513794,cactus.png,0.6549131274223328,A0065.bmp,0.6789044141769409
abandon-76304.png,I11.png,0.8118969202041626,I16.BMP,0.7877846360206604,trolley.png,0.7230131030082703,A0073.bmp,0.7580100893974304
abandoned-1550547.png,I80.png,0.4800189733505249,I02.BMP,0.53258216381073,sunsetcolor.png,0.4705798625946045,A0165.bmp,0.5812640190124512
abandoned-1596853.png,I63.png,0.7935696244239807,I01.BMP,0.8011715412139893,monument.png,0.7788176536560059,A0069.bmp,0.8245667219161987
abandoned-1619600.png,I62.png,0.748187780380249,I19.BMP,0.6713362336158752,cactus.png,0.7004807591438293,A0165.bmp,0.7533886432647705
abandoned-2340.png,I80.png,0.759475827217102,I01.BMP,0.8104135990142822,monument.png,0.747498631477356,A0107.bmp,0.7677403688430786
abandoned-523604.png,I33.png,0.73171067237854,I22.BMP,0.7833211421966553,cactus.png,0.6975721120834351,A0178.bmp,0.7647175788879395
abandoned-801830.png,I68.png,0.8243363499641418,I12.BMP,0.7750827074050903,fisher.png,0.7183881402015686,A0151.bmp,0.725989043712616
abandoned-factory-1513009.png,I63.png,0.7441043853759766,I11.BMP,0.765842616558075,couple.png,0.7340143918991089,A0182.bmp,0.738832950592041
abandoned-factory-1513194.png,I02.png,0.7444226741790771,I01.BMP,0.7566536664962769,monument.png,0.7226405143737793,A0162.bmp,0.7415356636047363
abandoned-factory-1513200.png,I78.png,0.7157129049301147,I11.BMP,0.7254424095153809,couple.png,0.7220720052719116,A0160.bmp,0.7173992991447449
abandoned-house-1234401.png,I21.png,0.8304111957550049,I22.BMP,0.84102463722229,1600.png,0.7471790313720703,A0178.bmp,0.8345593810081482
abandoned-place-1682774.png,I80.png,0.7897452116012573,I02.BMP,0.8094516396522522,monument.png,0.6784626245498657,A0165.bmp,0.7993093729019165
abbaye-de-senanque-1460355.png,I62.png,0.8333985209465027,I21.BMP,0.7673512697219849,1600.png,0.7598976492881775,A0207.bmp,0.8404868841171265
abbaye-de-senanque-1469724.png,I62.png,0.8305557370185852,I22.BMP,0.7701114416122437,1600.png,0.7596936821937561,A0207.bmp,0.825148344039917
abbaye-de-senanque-1469733.png,I62.png,0.816852867603302,I22.BMP,0.771638810634613,1600.png,0.7284184694290161,A0207.bmp,0.8234779238700867
abbaye-de-senanque-1469744.png,I62.png,0.8484688997268677,I22.BMP,0.7805917263031006,1600.png,0.7178267240524292,A0207.bmp,0.8472145795822144
abbaye-de-senanque-1469762.png,I62.png,0.8094463348388672,I22.BMP,0.7913864850997925,1600.png,0.7581437826156616,A0193.bmp,0.8064430952072144
abbaye-de-senanque-1595651.png,I62.png,0.8266279101371765,I22.BMP,0.8113971948623657,1600.png,0.7336921095848083,A0193.bmp,0.8191751837730408
abbey-1616576.png,I62.png,0.7624990344047546,I22.BMP,0.7449818849563599,1600.png,0.7805584073066711,A0207.bmp,0.7979482412338257
abbey-1771193.png,I05.png,0.8117315173149109,I19.BMP,0.7723093032836914,boston.png,0.7668628692626953,A0105.bmp,0.774647057056427
abbey-215342.png,I02.png,0.8308933973312378,I19.BMP,0.7967634797096252,1600.png,0.7774953842163086,A0207.bmp,0.8846662044525146
abbey-516142.png,I02.png,0.8347879648208618,I21.BMP,0.7458783388137817,lady_liberty.png,0.7152609825134277,A0025.bmp,0.8432813882827759
abbey-939529.png,I33.png,0.8185197710990906,I16.BMP,0.7767212986946106,1600.png,0.7643281817436218,A0207.bmp,0.8051160573959351
abbey-977719.png,I62.png,0.827652096748352,I21.BMP,0.7902476787567139,1600.png,0.7536126375198364,A0207.bmp,0.8861283659934998
abbey-church-1460368.png,I15.png,0.7526048421859741,I24.BMP,0.7068209052085876,monument.png,0.7073322534561157,A0207.bmp,0.7160218954086304
abbey-church-1460374.png,I02.png,0.8931509852409363,I08.BMP,0.8171519637107849,monument.png,0.7621277570724487,A0037.bmp,0.85328209400177
abbey-marie-259318.png,I02.png,0.867175817489624,I21.BMP,0.781664252281189,trolley.png,0.7563320994377136,A0207.bmp,0.8807547092437744
abbey-san-galliano-672011.png,I02.png,0.8686208724975586,I24.BMP,0.7534529566764832,monument.png,0.7831277251243591,A0207.bmp,0.8498631715774536
abc-1005115.png,I26.png,0.644917368888855,I25.bmp,0.6505740284919739,boston.png,0.6559582948684692,A0031.bmp,0.6366910934448242
abc-398736.png,I19.png,0.6900015473365784,I19.BMP,0.6955782175064087,bridge.png,0.6686804890632629,A0070.bmp,0.6812326312065125
abdullah-293716.png,I60.png,0.7737135887145996,I18.BMP,0.6964992880821228,turtle.png,0.7210383415222168,A0103.bmp,0.725551962852478
abe-shinzo-867816.png,I81.png,0.8464329838752747,I04.BMP,0.7474846243858337,native_american.png,0.7097842693328857,A0056.bmp,0.7522856593132019
abendstimmung-1047392.png,I25.png,0.8460302352905273,I16.BMP,0.7811771631240845,sunset_sparrow.png,0.8011724352836609,A0151.bmp,0.7717030644416809
abendstimmung-1064383.png,I09.png,0.8024470210075378,I19.BMP,0.7183206081390381,sunsetcolor.png,0.7686210870742798,A0188.bmp,0.7745693922042847
abendstimmung-1115707.png,I09.png,0.7433528304100037,I19.BMP,0.6965579986572266,sunsetcolor.png,0.7058364748954773,A0188.bmp,0.774954080581665
abendstimmung-1198790.png,I31.png,0.7214973568916321,I18.BMP,0.6919156312942505,veggies.png,0.7018313407897949,A0006.bmp,0.7161763906478882
abendstimmung-1225342.png,I78.png,0.6701215505599976,I11.BMP,0.6450084447860718,fisher.png,0.6779094934463501,A0096.bmp,0.6976084113121033
abendstimmung-1630872.png,I25.png,0.8147099018096924,I16.BMP,0.7042766809463501,sunset_sparrow.png,0.8245959281921387,A0164.bmp,0.6664294004440308
abendstimmung-198564.png,I25.png,0.8759211301803589,I16.BMP,0.7263265252113342,sunset_sparrow.png,0.8659226894378662,A0220.bmp,0.7132302522659302
abendstimmung-210992.png,I11.png,0.8277586102485657,I16.BMP,0.8155928254127502,aerial_city.png,0.7993748188018799,A0151.bmp,0.7846365571022034
abendstimmung-245776.png,I09.png,0.8319656848907471,I22.BMP,0.6987675428390503,redwood.png,0.7475528717041016,A0115.bmp,0.7971853613853455
abendstimmung-248531.png,I25.png,0.8070458769798279,I16.BMP,0.7919896245002747,sunset_sparrow.png,0.8044314980506897,A0150.bmp,0.7316069602966309
abendstimmung-298446.png,I09.png,0.7822113037109375,I16.BMP,0.7671457529067993,sunset_sparrow.png,0.7601915001869202,A0073.bmp,0.7323128581047058
abendstimmung-367661.png,I25.png,0.8054555654525757,I16.BMP,0.7467161417007446,sunset_sparrow.png,0.8194537162780762,A0220.bmp,0.8084139823913574
abendstimmung-51782.png,I25.png,0.7946938276290894,I16.BMP,0.7261293530464172,sunset_sparrow.png,0.8705390095710754,A0164.bmp,0.7687444686889648
abendstimmung-51948.png,I09.png,0.860213041305542,I22.BMP,0.7216585874557495,sunsetcolor.png,0.751971960067749,A0152.bmp,0.8285430073738098
abendstimmung-525951.png,I14.png,0.7590505480766296,I19.BMP,0.5226013660430908,sunsetcolor.png,0.7425158023834229,A0042.bmp,0.8437939882278442
abendstimmung-6463.png,I11.png,0.7384974360466003,I16.BMP,0.6670805215835571,family.png,0.7365740537643433,A0150.bmp,0.7122490406036377
abendstimmung-667382.png,I25.png,0.820635199546814,I16.BMP,0.742843508720398,sunset_sparrow.png,0.817145049571991,A0073.bmp,0.6963730454444885
abendstimmung-787017.png,I50.png,0.8475120067596436,I13.BMP,0.7355215549468994,redwood.png,0.74888014793396,A0178.bmp,0.7401590943336487
abendstimmung-817715.png,I71.png,0.7729517817497253,I16.BMP,0.8017241954803467,family.png,0.8006808757781982,A0150.bmp,0.733242928981781
abendstimmung-817716.png,I11.png,0.7798738479614258,I16.BMP,0.7877523899078369,family.png,0.8298565745353699,A0150.bmp,0.7397307753562927
abendstimmung-818811.png,I25.png,0.8264921307563782,I16.BMP,0.6922610402107239,sunset_sparrow.png,0.8784586787223816,A0164.bmp,0.6667811274528503
abendstimmung-853247.png,I09.png,0.7722599506378174,I16.BMP,0.7745588421821594,family.png,0.7799829244613647,A0150.bmp,0.7253167033195496
abendstimmung-853254.png,I11.png,0.7847641706466675,I16.BMP,0.8064985275268555,family.png,0.7953757643699646,A0151.bmp,0.7245721817016602
abendstimmung-901177.png,I09.png,0.794529914855957,I13.BMP,0.7383086085319519,sunset_sparrow.png,0.8230255246162415,A0073.bmp,0.6934411525726318
abendstimmung-914201.png,I71.png,0.7140513062477112,I16.BMP,0.7458682060241699,family.png,0.7564932107925415,A0150.bmp,0.7036464810371399
abendstimmung-972359.png,I25.png,0.8681691884994507,I16.BMP,0.7737253904342651,sunset_sparrow.png,0.8519805669784546,A0151.bmp,0.7294996976852417
abhijit-larval-shell-389990.png,I31.png,0.7496613264083862,I20.BMP,0.681700587272644,roping.png,0.7163726091384888,A0046.bmp,0.7335833311080933
abkhazia-600904.png,I68.png,0.7825839519500732,I16.BMP,0.7503182888031006,fisher.png,0.7738692164421082,A0151.bmp,0.7464029788970947
abkhazia-904604.png,I15.png,0.7858883142471313,I08.BMP,0.7527141571044922,monument.png,0.7576285600662231,A0149.bmp,0.8105093836784363
abort-41855.png,I32.png,0.7879794239997864,I24.BMP,0.7882649302482605,1600.png,0.7368780374526978,A0160.bmp,0.7826551795005798
about-1509628.png,I56.png,0.6610381007194519,I23.BMP,0.6349508762359619,turtle.png,0.6550097465515137,A0029.bmp,0.6691029667854309
about-518527.png,I48.png,0.685697078704834,I17.BMP,0.628055214881897,veggies.png,0.6358253955841064,A0182.bmp,0.6543631553649902
about-us-1636180.png,I53.png,0.6918074488639832,I04.BMP,0.6919662952423096,native_american.png,0.6385043859481812,A0056.bmp,0.7186588644981384
above-82930.png,I25.png,0.7524188756942749,I13.BMP,0.6800702810287476,sunset_sparrow.png,0.704049825668335,A0083.bmp,0.6541720628738403
above-the-clouds-234103.png,I25.png,0.8125386834144592,I13.BMP,0.7572758793830872,sunset_sparrow.png,0.7531763315200806,A0164.bmp,0.6953650712966919
abraham-lincoln-113742.png,I21.png,0.8213667869567871,I08.BMP,0.8840481638908386,trolley.png,0.7882785797119141,A0030.bmp,0.8445233702659607
abraham-lincoln-1233613.png,I75.png,0.8092305064201355,I21.BMP,0.7302793264389038,lady_liberty.png,0.7935274839401245,A0058.bmp,0.7733418345451355
abraham-lincoln-1601014.png,I51.png,0.7866904139518738,I19.BMP,0.7672220468521118,bridge.png,0.7704190611839294,A0245.bmp,0.7491299510002136
abraham-lincoln-644741.png,I32.png,0.7888562083244324,I13.BMP,0.7725011110305786,rushmore.png,0.8554419279098511,A0151.bmp,0.7320025563240051
abraham-lincoln-943224.png,I75.png,0.7661512494087219,I17.BMP,0.7537566423416138,lady_liberty.png,0.7493101954460144,A0041.bmp,0.7429431676864624
abrahams-philoxenia-1675103.png,I52.png,0.6843269467353821,I24.BMP,0.6527297496795654,veggies.png,0.6497734785079956,A0177.bmp,0.7243278622627258
abrasive-88200.png,I49.png,0.7155910730361938,I17.BMP,0.7168332934379578,veggies.png,0.7016407251358032,A0094.bmp,0.7309130430221558
abruzzo-1410815.png,I16.png,0.8156818151473999,I13.BMP,0.7666557431221008,aerial_city.png,0.7286573648452759,A0082.bmp,0.7830077409744263
abseil-951.png,I54.png,0.729986846446991,I13.BMP,0.6964070796966553,fisher.png,0.6900830864906311,A0083.bmp,0.7564663290977478
absolute-stopping-502967.png,I63.png,0.6992087364196777,I01.BMP,0.7433216571807861,trolley.png,0.6486208438873291,A0069.bmp,0.7421582937240601
abstract-1004494.png,I73.png,0.7813116312026978,I19.BMP,0.7122006416320801,1600.png,0.68069988489151,A0120.bmp,0.7585462927818298
abstract-10946.png,I06.png,0.5810366868972778,I25.bmp,0.5780802369117737,family.png,0.6102752089500427,A0164.bmp,0.6669542789459229
abstract-1205296.png,I05.png,0.6455129384994507,I18.BMP,0.5993651747703552,redwood.png,0.6439951658248901,A0216.bmp,0.7119910717010498
abstract-1238247.png,I47.png,0.8015459775924683,I17.BMP,0.6346352696418762,veggies.png,0.6648023128509521,A0237.bmp,0.7083938121795654
abstract-1238248.png,I31.png,0.7499467134475708,I17.BMP,0.6853440999984741,turtle.png,0.7357749342918396,A0064.bmp,0.7264106273651123
abstract-1238928.png,I61.png,0.8960777521133423,I19.BMP,0.6271687746047974,trolley.png,0.6405680179595947,A0028.bmp,0.8682984113693237
abstract-1239000.png,I65.png,0.750325083732605,I17.BMP,0.6699680089950562,veggies.png,0.7130682468414307,A0055.bmp,0.749481737613678
abstract-1239041.png,I47.png,0.8235729932785034,I17.BMP,0.6797869801521301,veggies.png,0.6942684054374695,A0145.bmp,0.7671801447868347
abstract-1239043.png,I47.png,0.7987043857574463,I17.BMP,0.6818935871124268,veggies.png,0.703070342540741,A0237.bmp,0.7455893158912659
abstract-1239321.png,I63.png,0.7393361926078796,I01.BMP,0.7343013882637024,monument.png,0.7575272917747498,A0069.bmp,0.7758930325508118
abstract-1239340.png,I54.png,0.7508339285850525,I13.BMP,0.7501869201660156,trolley.png,0.8133986592292786,A0193.bmp,0.7477290630340576
abstract-1239375.png,I49.png,0.7608258128166199,I15.BMP,0.7110459208488464,couple.png,0.6489595174789429,A0006.bmp,0.7228236794471741
abstract-1239439.png,I61.png,0.8358688354492188,I20.BMP,0.6647821664810181,trolley.png,0.6799839735031128,A0027.bmp,0.8255383968353271
abstract-1242535.png,I37.png,0.6978707313537598,I10.BMP,0.6542388200759888,fisher.png,0.6328263282775879,A0241.bmp,0.6664401292800903
abstract-1245221.png,I77.png,0.9267802834510803,I07.BMP,0.731114387512207,butter_flower.png,0.7870198488235474,A0001.bmp,0.7366020083427429
abstract-1292261.png,I11.png,0.796064019203186,I16.BMP,0.7409391403198242,family.png,0.6974916458129883,A0150.bmp,0.7294102907180786
abstract-1334151.png,I46.png,0.6477716565132141,I23.BMP,0.5512846112251282,cactus.png,0.6179104447364807,A0223.bmp,0.6358901262283325
abstract-1407079.png,I42.png,0.706722617149353,I20.BMP,0.6673237085342407,elk.png,0.6712830066680908,A0131.bmp,0.6819530725479126
abstract-1415034.png,I73.png,0.6727904677391052,I17.BMP,0.658464252948761,cactus.png,0.701858401298523,A0179.bmp,0.6963865756988525
abstract-1549526.png,I80.png,0.6119272708892822,I02.BMP,0.726881742477417,veggies.png,0.5349287390708923,A0165.bmp,0.758544921875
abstract-1551080.png,I09.png,0.8295830488204956,I22.BMP,0.7032873630523682,sunsetcolor.png,0.7616536617279053,A0115.bmp,0.8062546253204346
abstract-15809.png,I46.png,0.7232467532157898,I25.bmp,0.6140120625495911,family.png,0.628055214881897,A0223.bmp,0.6520957350730896
abstract-163760.png,I80.png,0.6444716453552246,I25.bmp,0.6852006912231445,boston.png,0.6139793395996094,A0060.bmp,0.6710560321807861
abstract-1641176.png,I19.png,0.6644886136054993,I25.bmp,0.6270988583564758,cactus.png,0.6087718605995178,A0123.bmp,0.6666302680969238
abstract-1645905.png,I51.png,0.6186890602111816,I18.BMP,0.6085480451583862,veggies.png,0.6233001351356506,A0229.bmp,0.6417129635810852
abstract-185396.png,I32.png,0.6615577936172485,I03.BMP,0.6719856858253479,rushmore.png,0.663185715675354,A0001.bmp,0.6881468296051025
abstract-19175.png,I24.png,0.654157817363739,I15.BMP,0.7093394994735718,snow_leaves.png,0.6486697196960449,A0222.bmp,0.6891239285469055
abstract-19187.png,I77.png,0.656706690788269,I25.bmp,0.590009331703186,butter_flower.png,0.6516757607460022,A0001.bmp,0.633310079574585
abstract-208564.png,I79.png,0.6584967374801636,I17.BMP,0.663558840751648,veggies.png,0.695067822933197,A0203.bmp,0.7177464365959167
abstract-20935.png,I73.png,0.8074482679367065,I08.BMP,0.7018445730209351,monument.png,0.735569417476654,A0190.bmp,0.7597445249557495
abstract-21466.png,I32.png,0.6769387125968933,I01.BMP,0.7395014762878418,rushmore.png,0.5883368849754333,A0092.bmp,0.7868211269378662
abstract-21481.png,I73.png,0.6276493072509766,I25.bmp,0.5828648209571838,veggies.png,0.5309426784515381,A0067.bmp,0.6358875036239624
abstract-21632.png,I73.png,0.7318507432937622,I08.BMP,0.6648123860359192,monument.png,0.6835682392120361,A0141.bmp,0.7000325322151184
abstract-21688.png,I81.png,0.6280080080032349,I04.BMP,0.66147780418396,native_american.png,0.6976224780082703,A0007.bmp,0.7711999416351318
abstract-21734.png,I23.png,0.6902509927749634,I20.BMP,0.6048137545585632,cactus.png,0.6122189164161682,A0014.bmp,0.6473913192749023
abstract-21766.png,I66.png,0.7029517889022827,I17.BMP,0.67768794298172,log_seaside.png,0.7274548411369324,A0087.bmp,0.7031988501548767
abstract-21775.png,I49.png,0.639323890209198,I20.BMP,0.6172617673873901,veggies.png,0.6325322985649109,A0131.bmp,0.6420606374740601
abstract-21816.png,I08.png,0.6353217959403992,I17.BMP,0.5830360651016235,cactus.png,0.6246218681335449,A0179.bmp,0.6584683656692505
abstract-21834.png,I43.png,0.6331813335418701,I03.BMP,0.6156921982765198,veggies.png,0.5640389919281006,A0096.bmp,0.5971534848213196
abstract-21858.png,I73.png,0.6872057318687439,I10.BMP,0.6064114570617676,monument.png,0.6259395480155945,A0221.bmp,0.7241626977920532
abstract-21901.png,I73.png,0.5596588253974915,I03.BMP,0.5290000438690186,monument.png,0.5447745323181152,A0221.bmp,0.666388750076294
abstract-21941.png,I80.png,0.609744131565094,I25.bmp,0.593619167804718,veggies.png,0.6166558265686035,A0096.bmp,0.6344413161277771
abstract-22213.png,I46.png,0.6807870268821716,I18.BMP,0.593928873538971,butter_flower.png,0.649168848991394,A0072.bmp,0.6982393860816956
abstract-247927.png,I31.png,0.7026023268699646,I23.BMP,0.6458851099014282,cactus.png,0.6905209422111511,A0047.bmp,0.6922149658203125
abstract-275932.png,I45.png,0.5752907991409302,I21.BMP,0.5582108497619629,1600.png,0.5740055441856384,A0166.bmp,0.6737330555915833
